@relation training_keyboard-weka.filters.unsupervised.attribute.Remove-R23-25

@attribute PosX_P numeric
@attribute PosY_P numeric
@attribute IsLegalNorth {0,1}
@attribute IsLegalEast {0,1}
@attribute IsLegalSouth {0,1}
@attribute IsLegalWest {0,1}
@attribute IsLegalStop {0,1}
@attribute PosX_G0 numeric
@attribute PosY_G0 numeric
@attribute PosX_G1 numeric
@attribute PosY_G1 numeric
@attribute PosX_G2 numeric
@attribute PosY_G2 numeric
@attribute PosX_G3 numeric
@attribute PosY_G3 numeric
@attribute Dis_G0 numeric
@attribute Dis_G1 numeric
@attribute Dis_G2 numeric
@attribute Dis_G3 numeric
@attribute Dis_Dot numeric
@attribute Dir_P {North,South,East,West,Stop}
@attribute Score numeric

@data
19,4,1,1,1,1,1,1,1,3,1,22,7,23,10,-1,-1,6,11,1,East,2070
20,4,1,1,1,1,1,1,1,3,1,22,8,23,11,-1,-1,6,9,1,East,2169
21,4,1,1,1,1,1,1,1,3,1,22,9,23,10,-1,-1,6,7,1,East,2268
21,5,1,1,1,1,1,1,1,3,1,22,9,23,9,-1,-1,5,5,1,North,2367
21,6,1,1,1,1,1,1,1,3,1,23,9,22,9,-1,-1,5,3,1,North,2366
21,7,1,1,1,1,1,1,1,3,1,23,10,22,8,-1,-1,5,1,1,North,2465
21,8,1,1,1,1,1,1,1,3,1,23,10,22,7,-1,-1,4,1,1,North,2564
22,8,1,1,1,1,1,1,1,3,1,23,11,21,7,-1,-1,4,1,1,East,2663
23,8,1,0,1,1,1,1,1,3,1,23,12,21,8,-1,-1,4,3,2,East,2662
23,8,1,0,1,1,1,1,1,3,1,23,12,20,8,-1,-1,4,2,2,East,2661
23,8,1,0,1,1,1,1,1,3,1,23,11,21,8,-1,-1,3,2,2,East,2660
23,9,1,0,1,1,1,1,1,3,1,23,10,21,8,-1,-1,1,2,2,North,2659
23,10,1,0,1,1,1,1,1,3,1,5,1,21,9,-1,-1,-1,4,1,North,2858
23,11,1,0,1,1,1,1,1,3,1,5,1,20,9,-1,-1,-1,6,1,North,2857
23,10,1,0,1,1,1,1,1,3,1,5,1,20,8,-1,-1,-1,6,1,South,2856
23,9,1,0,1,1,1,1,1,3,1,5,1,20,7,-1,-1,-1,4,2,South,2855
23,8,1,0,1,1,1,1,1,3,1,5,1,21,7,-1,-1,-1,2,2,South,2854
23,7,1,0,1,1,1,1,1,3,1,5,1,22,7,-1,-1,-1,2,1,South,2853
22,7,1,1,1,1,1,1,1,3,1,5,1,21,7,-1,-1,-1,2,2,West,2952
21,7,1,1,1,1,1,1,1,3,1,5,1,21,6,-1,-1,-1,1,1,West,2951
20,7,1,1,1,1,1,1,1,3,1,5,1,21,6,-1,-1,-1,1,1,West,3050
19,7,1,1,1,1,1,1,1,3,1,5,1,21,7,-1,-1,-1,3,1,West,3049
19,6,1,1,1,1,1,1,1,3,1,5,1,22,7,-1,-1,-1,5,1,South,3148
19,5,1,1,1,1,1,1,1,3,1,5,1,22,8,-1,-1,-1,7,1,South,3147
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,17,1,Stop,0
9,3,0,1,0,1,1,3,5,8,7,11,7,18,11,8,5,6,16,1,Stop,-1
9,3,0,1,0,1,1,4,5,9,7,11,7,18,10,7,4,6,17,1,Stop,-2
9,3,0,1,0,1,1,5,5,8,7,10,7,18,11,6,5,5,16,1,Stop,-3
9,3,0,1,0,1,1,4,5,8,7,10,7,18,10,7,5,5,15,1,Stop,-4
10,3,0,1,0,1,1,5,5,8,7,11,7,18,9,7,6,5,15,1,East,95
11,3,0,1,0,1,1,5,5,8,7,10,7,18,10,8,7,5,15,1,East,194
12,3,0,1,0,1,1,6,5,8,7,9,7,18,11,8,8,7,13,1,East,293
13,3,1,0,0,1,1,7,5,9,7,9,7,17,11,8,8,8,13,1,East,392
13,4,1,0,1,0,1,7,5,10,7,8,7,18,11,7,6,8,12,1,North,491
13,5,1,1,1,1,1,6,5,11,7,9,7,18,11,7,4,6,11,1,North,590
12,5,0,1,0,1,1,6,5,10,7,9,8,18,11,6,4,6,12,1,West,689
11,5,0,1,0,1,1,6,4,10,8,9,9,18,11,6,4,6,12,1,West,788
10,5,0,1,0,1,1,6,3,10,8,8,9,17,11,6,3,6,13,1,West,887
9,5,0,1,0,1,1,6,3,10,7,7,9,17,11,5,3,6,15,1,West,986
8,5,0,1,0,1,1,6,3,10,8,6,9,18,11,4,5,6,16,1,West,1085
7,5,0,1,0,1,1,7,3,10,9,6,8,18,11,2,7,4,16,1,West,1184
6,5,1,1,1,1,1,6,3,9,9,6,8,18,10,2,7,3,18,1,West,1283
6,4,1,0,1,0,1,6,3,10,9,6,9,18,11,1,9,5,18,1,South,1382
6,3,1,1,0,0,1,1,1,10,9,6,10,18,10,-1,10,7,19,1,South,1681
7,3,0,1,0,1,1,1,1,10,9,6,10,18,10,-1,9,8,19,1,East,1780
8,3,0,1,0,1,1,1,1,11,9,6,9,18,11,-1,9,8,18,4,East,1879
9,3,0,1,0,1,1,1,1,10,9,6,9,18,11,-1,7,9,17,5,East,1878
8,3,0,1,0,1,1,1,1,11,9,5,9,18,11,-1,9,9,18,4,West,1877
7,3,0,1,0,1,1,1,1,11,9,5,9,18,11,-1,10,8,19,3,West,1876
6,3,1,1,0,0,1,1,1,11,9,5,9,18,11,-1,11,7,19,2,West,1875
6,4,1,0,1,0,1,1,1,12,9,5,9,18,10,-1,11,6,18,2,North,1874
6,5,1,1,1,1,1,1,1,13,9,5,9,18,10,-1,11,5,18,1,North,1873
6,6,1,0,1,0,1,1,1,13,9,6,9,18,11,-1,10,3,17,1,North,1972
6,7,1,0,1,1,1,1,1,14,9,7,9,18,11,-1,10,3,15,1,North,2071
6,8,1,0,1,0,1,1,1,15,9,7,9,17,11,-1,10,2,13,1,North,2170
6,9,1,1,1,1,1,1,1,15,10,5,1,16,11,-1,10,-1,13,1,North,2469
6,10,1,0,1,0,1,1,1,15,11,5,1,17,11,-1,10,-1,11,1,North,2568
6,11,0,1,1,0,1,1,1,15,10,5,1,16,11,-1,10,-1,11,1,North,2667
7,11,0,1,0,1,1,1,1,15,11,5,1,17,11,-1,8,-1,9,1,East,2766
8,11,0,1,0,1,1,1,1,16,11,5,1,16,11,-1,8,-1,7,1,East,2865
9,11,0,1,0,1,1,1,1,15,11,5,1,15,11,-1,6,-1,7,1,East,2964
10,11,0,1,0,1,1,1,1,15,10,5,1,16,11,-1,6,-1,5,1,East,3063
11,11,0,1,0,1,1,1,1,15,9,5,1,15,11,-1,6,-1,5,1,East,3162
12,11,0,1,0,1,1,1,1,14,9,5,1,16,11,-1,4,-1,5,1,East,3261
13,11,0,0,1,1,1,1,1,15,9,5,1,17,11,-1,4,-1,5,1,East,3360
13,10,1,0,1,0,1,1,1,15,10,5,1,18,11,-1,2,-1,6,1,South,3459
13,9,1,1,1,1,1,1,1,15,10,5,1,18,11,-1,3,-1,7,1,South,3558
14,9,0,1,0,1,1,1,1,15,11,5,1,18,11,-1,3,-1,5,1,East,3657
15,9,1,1,0,1,1,1,1,15,11,5,1,18,10,-1,2,-1,3,1,East,3756
16,9,0,0,1,1,1,1,1,15,11,5,1,18,9,-1,3,-1,3,1,East,3855
16,9,0,0,1,1,1,1,1,15,10,5,1,18,10,-1,2,-1,3,1,East,3854
16,9,0,0,1,1,1,1,1,15,9,5,1,18,10,-1,1,-1,2,1,East,3853
15,9,1,1,0,1,1,1,1,3,1,5,1,18,9,-1,-1,-1,3,1,West,4052
15,10,1,0,1,0,1,1,1,3,1,5,1,18,9,-1,-1,-1,5,1,North,4151
15,11,0,1,1,0,1,1,1,3,1,5,1,18,8,-1,-1,-1,7,1,North,4250
15,11,0,1,1,0,1,1,1,3,1,5,1,18,7,-1,-1,-1,6,1,North,4249
16,11,0,1,0,1,1,1,1,3,1,5,1,17,7,-1,-1,-1,5,1,East,4348
17,11,0,1,0,1,1,1,1,3,1,5,1,17,7,-1,-1,-1,4,2,East,4447
18,11,0,0,1,1,1,1,1,3,1,5,1,17,7,-1,-1,-1,5,1,East,4446
18,10,1,0,1,0,1,1,1,3,1,5,1,17,7,-1,-1,-1,4,1,South,4545
18,9,1,0,1,0,1,1,1,3,1,5,1,17,7,-1,-1,-1,4,1,South,4644
9,3,0,1,0,1,1,8,7,10,7,11,7,17,9,5,5,6,14,1,Stop,0
9,3,0,1,0,1,1,7,7,10,7,11,7,17,9,6,5,6,14,1,Stop,-1
9,3,0,1,0,1,1,6,7,9,7,10,7,17,9,7,4,5,14,1,Stop,-2
9,3,0,1,0,1,1,6,8,9,6,10,7,17,9,8,3,5,15,1,Stop,-3
9,3,0,1,0,1,1,6,8,9,5,10,7,18,9,8,2,5,14,1,Stop,-4
10,3,0,1,0,1,1,6,7,9,6,10,8,18,8,8,4,5,13,1,East,95
11,3,1,1,0,1,1,6,6,9,7,10,8,18,8,8,6,6,13,1,East,194
12,3,0,1,0,1,1,6,6,8,7,10,8,18,9,9,8,7,11,1,East,293
11,3,1,1,0,1,1,6,5,7,7,10,9,17,9,7,8,7,11,2,West,292
11,4,1,0,1,0,1,6,4,7,7,11,9,16,9,5,7,5,10,2,North,291
11,5,0,0,1,1,1,6,3,6,7,10,9,16,9,7,7,5,8,2,North,290
11,5,0,0,1,1,1,6,4,6,8,10,9,15,9,6,8,5,8,2,North,289
11,5,0,0,1,1,1,6,5,6,9,11,9,15,9,5,9,4,8,2,North,288
10,5,0,1,0,1,1,5,5,6,9,11,9,15,9,5,8,5,9,3,West,287
9,5,1,1,0,1,1,6,5,6,8,10,9,15,9,3,6,5,10,3,West,286
8,5,0,1,1,0,1,5,5,6,8,10,9,15,9,3,5,6,12,2,West,285
8,4,1,0,1,0,1,4,5,6,9,10,8,16,9,5,7,6,12,1,South,284
8,3,1,1,0,1,1,5,5,6,8,10,8,15,9,5,7,7,13,1,South,383
7,3,0,1,0,1,1,4,5,6,9,10,7,15,9,5,7,7,15,1,West,482
6,3,1,1,0,1,1,4,5,6,9,10,8,16,9,4,6,9,17,1,West,581
6,4,1,0,1,0,1,5,5,7,9,10,7,17,9,2,6,7,16,1,North,680
6,5,1,0,1,1,1,1,1,8,9,9,7,17,9,-1,6,5,15,1,North,979
5,5,0,1,0,1,1,1,1,8,9,9,8,17,9,-1,7,7,16,1,West,1078
4,5,0,1,0,1,1,1,1,9,9,9,7,17,9,-1,9,7,17,1,West,1177
3,5,1,1,1,0,1,1,1,10,9,9,7,17,9,-1,11,8,18,1,West,1276
3,5,1,1,1,0,1,1,1,11,9,9,8,17,9,-1,12,9,18,1,West,1275
3,6,1,0,1,0,1,1,1,12,9,9,8,17,9,-1,12,8,17,1,North,1374
3,7,0,1,1,1,1,1,1,11,9,9,8,17,9,-1,10,7,16,1,North,1473
4,7,1,1,0,1,1,1,1,12,9,9,8,17,9,-1,10,6,14,1,East,1572
5,7,0,1,0,1,1,1,1,13,9,9,9,16,9,-1,10,6,14,1,East,1671
6,7,1,1,1,1,1,1,1,12,9,9,8,17,9,-1,8,4,13,1,East,1770
7,7,0,1,0,1,1,1,1,12,9,9,9,17,9,-1,7,4,12,2,East,1769
8,7,0,1,0,1,1,1,1,12,9,10,9,17,9,-1,6,4,11,2,East,1768
9,7,1,1,1,1,1,1,1,11,9,10,8,17,9,-1,4,2,11,1,East,1767
9,8,1,1,1,0,1,1,1,10,9,10,7,18,9,-1,2,2,10,1,North,1866
9,9,0,1,1,1,1,1,1,10,9,9,7,18,9,-1,1,2,10,1,North,1965
10,9,0,1,1,1,1,1,1,3,1,9,8,18,8,-1,-1,2,8,1,East,2264
11,9,0,1,0,1,1,1,1,3,1,10,8,18,9,-1,-1,2,7,1,East,2363
12,9,0,1,0,1,1,1,1,3,1,10,7,18,9,-1,-1,4,5,1,East,2462
13,9,0,0,1,1,1,1,1,3,1,9,7,17,9,-1,-1,6,4,1,East,2561
12,9,0,1,0,1,1,1,1,3,1,8,7,17,9,-1,-1,6,5,2,West,2560
11,9,0,1,0,1,1,1,1,3,1,9,7,17,9,-1,-1,4,6,2,West,2559
10,9,0,1,1,1,1,1,1,3,1,10,7,17,9,-1,-1,2,8,1,West,2558
9,9,0,1,1,1,1,1,1,3,1,10,7,18,9,-1,-1,3,8,1,West,2557
9,8,1,1,1,0,1,1,1,3,1,10,8,17,9,-1,-1,1,9,1,South,2556
9,7,1,1,1,1,1,1,1,3,1,10,9,17,9,-1,-1,3,11,2,South,2555
9,6,1,0,1,0,1,1,1,3,1,9,9,18,9,-1,-1,3,11,3,South,2554
9,5,1,1,0,1,1,1,1,3,1,9,8,18,8,-1,-1,3,13,4,South,2553
9,6,1,0,1,0,1,1,1,3,1,9,8,18,9,-1,-1,2,12,3,North,2552
9,7,1,1,1,1,1,1,1,3,1,10,8,18,9,-1,-1,2,10,2,North,2551
9,8,1,1,1,0,1,1,1,3,1,10,9,18,8,-1,-1,2,10,1,North,2550
9,9,0,1,1,1,1,1,1,3,1,10,8,18,9,-1,-1,2,10,1,North,2549
9,9,0,1,1,1,1,1,1,3,1,9,8,18,8,-1,-1,1,10,1,North,2548
10,9,0,1,1,1,1,1,1,3,1,9,9,18,8,-1,-1,1,10,1,East,2547
11,9,0,1,0,1,1,1,1,3,1,10,9,18,7,-1,-1,1,9,2,East,2546
12,9,0,1,0,1,1,1,1,3,1,11,9,18,7,-1,-1,1,8,2,East,2545
11,9,0,1,0,1,1,1,1,3,1,5,1,18,7,-1,-1,-1,8,2,West,2744
10,9,0,1,1,1,1,1,1,3,1,5,1,18,8,-1,-1,-1,10,1,West,2743
9,9,0,1,1,1,1,1,1,3,1,5,1,18,7,-1,-1,-1,10,1,West,2742
10,9,0,1,1,1,1,1,1,3,1,5,1,17,7,-1,-1,-1,8,1,East,2741
11,9,0,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,6,2,East,2740
12,9,0,1,0,1,1,1,1,3,1,5,1,15,7,-1,-1,-1,6,2,East,2739
13,9,0,0,1,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,5,1,East,2738
13,8,1,0,1,0,1,1,1,3,1,5,1,16,7,-1,-1,-1,5,1,South,2837
13,7,1,1,1,0,1,1,1,3,1,5,1,17,7,-1,-1,-1,3,1,South,2936
14,7,0,1,0,1,1,1,1,3,1,5,1,16,7,-1,-1,-1,3,1,East,3035
15,7,1,1,0,1,1,1,1,3,1,5,1,17,7,-1,-1,-1,3,1,East,3134
16,7,0,1,1,1,1,1,1,3,1,5,1,18,7,-1,-1,-1,3,1,East,3233
17,7,0,1,0,1,1,1,1,3,1,5,1,18,8,-1,-1,-1,3,1,East,3332
1,18,0,1,1,0,1,5,9,11,3,17,6,25,13,13,25,28,29,-1,Stop,0
1,18,0,1,1,0,1,4,9,11,3,17,5,25,13,12,25,29,28,-1,Stop,-1
1,18,0,1,1,0,1,5,9,11,4,17,4,25,14,13,24,30,27,-1,Stop,-2
1,18,0,1,1,0,1,5,8,11,4,18,4,24,14,14,24,31,27,-1,Stop,-3
1,18,0,1,1,0,1,5,7,10,4,18,4,24,14,15,23,31,26,-1,Stop,-4
1,18,0,1,1,0,1,4,7,11,4,18,4,24,15,14,24,31,25,-1,Stop,-5
2,18,0,1,0,1,1,3,7,11,4,19,4,24,16,12,23,31,24,-1,East,-6
3,18,0,1,0,1,1,3,6,11,5,19,3,24,16,12,21,31,22,-1,East,-7
2,18,0,1,0,1,1,3,5,11,5,19,3,23,16,14,22,32,23,-1,West,-8
1,18,0,1,1,0,1,3,4,11,4,18,3,23,16,16,24,32,24,-1,West,-9
1,18,0,1,1,0,1,3,5,10,4,18,3,23,16,15,23,32,25,-1,West,-10
1,18,0,1,1,0,1,4,5,9,4,19,3,23,15,16,22,33,26,-1,West,-11
1,17,1,0,1,0,1,3,5,10,4,20,3,23,14,14,22,33,24,-1,South,-12
1,16,1,1,1,0,1,3,5,9,4,20,4,23,15,13,20,31,22,-1,South,-13
1,15,1,1,1,0,1,4,5,9,5,20,4,22,15,13,18,30,20,-1,South,-14
1,14,1,1,1,0,1,4,6,10,5,20,3,21,15,11,18,30,20,-1,South,-15
1,13,1,0,1,0,1,4,5,10,6,19,3,20,15,11,16,28,20,-1,South,-16
1,12,1,1,1,0,1,4,4,11,6,18,3,20,14,11,16,26,20,-1,South,-17
1,11,1,0,1,0,1,4,3,11,5,18,3,19,14,11,16,25,22,-1,South,-18
1,10,1,0,1,0,1,4,3,10,5,18,3,20,14,10,14,24,22,-1,South,-19
1,9,1,0,1,0,1,4,3,10,6,18,3,19,14,9,12,23,23,-1,South,-20
1,8,1,0,1,0,1,5,3,10,6,18,3,19,14,9,11,22,23,-1,South,-21
1,7,1,0,1,0,1,5,3,11,6,19,3,18,14,8,11,22,24,-1,South,-22
1,6,1,1,1,0,1,6,3,10,6,18,3,18,14,8,9,20,24,-1,South,-23
1,5,1,1,1,0,1,6,3,10,6,18,3,17,14,7,10,19,24,-1,South,-24
2,5,1,1,1,1,1,6,3,10,7,18,4,16,14,6,10,17,23,-1,East,-25
3,5,1,1,1,1,1,5,3,9,7,18,3,16,14,4,8,17,21,-1,East,-26
4,5,1,1,1,1,1,6,3,8,7,17,3,15,14,4,6,15,21,-1,East,-27
4,4,1,1,1,1,1,7,3,8,8,16,3,15,15,4,8,13,21,-1,South,-28
4,3,1,1,0,1,1,6,3,8,9,16,3,15,14,2,10,12,23,-1,South,-29
5,3,1,1,0,1,1,7,3,8,8,15,3,15,15,2,8,10,22,-1,East,-30
6,3,0,1,0,1,1,8,3,8,8,15,3,15,15,2,7,9,21,-1,East,-31
7,3,0,1,0,1,1,1,1,8,9,15,3,15,15,-1,7,8,20,-1,East,168
8,3,1,1,0,1,1,1,1,8,9,15,3,15,15,-1,6,7,18,-1,East,167
9,3,1,1,0,1,1,1,1,9,9,14,3,15,14,-1,6,5,18,-1,East,166
9,4,1,1,1,1,1,1,1,9,9,14,4,15,15,-1,5,5,17,-1,North,165
9,5,1,1,1,1,1,1,1,9,10,14,4,15,15,-1,5,6,15,-1,North,164
9,6,1,1,1,1,1,1,1,9,9,13,4,14,15,-1,3,6,14,-1,North,163
9,7,1,1,1,1,1,1,1,9,10,14,4,14,15,-1,3,8,12,-1,North,162
9,8,1,1,1,1,1,1,1,9,11,14,4,14,14,-1,3,9,12,-1,North,161
9,9,1,1,1,1,1,1,1,10,11,14,5,14,15,-1,3,9,11,-1,North,160
9,10,1,1,1,1,1,1,1,9,11,14,4,14,15,-1,1,11,11,-1,North,159
9,11,1,1,1,1,1,1,1,3,1,14,3,14,16,-1,-1,13,9,-1,North,358
9,12,1,1,1,1,1,1,1,3,1,13,3,13,16,-1,-1,13,8,-1,North,357
9,13,1,1,1,1,1,1,1,3,1,13,3,13,16,-1,-1,14,6,-1,North,356
9,14,1,1,1,1,1,1,1,3,1,13,4,13,15,-1,-1,14,6,-1,North,355
9,15,1,1,1,1,1,1,1,3,1,13,4,14,15,-1,-1,15,5,-1,North,354
10,15,1,1,1,1,1,1,1,3,1,13,5,14,15,-1,-1,13,5,-1,East,353
11,15,1,1,0,1,1,1,1,3,1,13,4,14,14,-1,-1,13,5,-1,East,352
12,15,1,1,1,1,1,1,1,3,1,13,3,14,13,-1,-1,13,5,-1,East,351
13,15,1,1,1,1,1,1,1,3,1,13,3,14,12,-1,-1,12,3,-1,East,350
14,15,1,1,1,1,1,1,1,3,1,13,3,13,12,-1,-1,13,4,-1,East,349
14,14,1,1,1,1,1,1,1,3,1,13,3,13,12,-1,-1,12,3,-1,South,348
14,13,1,0,1,0,1,1,1,3,1,14,3,13,12,-1,-1,10,3,-1,South,347
14,12,1,1,1,1,1,1,1,3,1,14,4,12,12,-1,-1,8,3,-1,South,346
14,11,1,1,1,1,1,1,1,3,1,14,4,11,12,-1,-1,7,5,-1,South,345
13,11,1,1,1,0,1,1,1,3,1,15,4,10,12,-1,-1,9,3,-1,West,344
13,11,1,1,1,0,1,1,1,3,1,14,4,10,11,-1,-1,8,2,-1,West,343
13,11,1,1,1,0,1,1,1,3,1,13,4,11,11,-1,-1,7,3,-1,West,342
13,12,0,1,1,1,1,1,1,3,1,13,5,10,11,-1,-1,7,3,-1,North,341
12,12,0,1,0,1,1,1,1,3,1,13,5,11,11,-1,-1,8,3,-1,West,340
11,12,0,1,1,1,1,1,1,3,1,13,6,11,10,-1,-1,8,1,-1,West,339
11,11,1,0,1,1,1,1,1,3,1,13,7,7,1,-1,-1,6,-1,-1,South,538
11,10,1,0,1,1,1,1,1,3,1,13,7,7,1,-1,-1,5,-1,-1,South,537
11,9,1,0,1,1,1,1,1,3,1,13,6,7,1,-1,-1,5,-1,-1,South,536
11,10,1,0,1,1,1,1,1,3,1,13,7,7,1,-1,-1,5,-1,-1,North,535
11,11,1,0,1,1,1,1,1,3,1,14,7,7,1,-1,-1,7,-1,-1,North,534
11,12,0,1,1,1,1,1,1,3,1,14,7,7,1,-1,-1,8,-1,-1,North,533
11,12,0,1,1,1,1,1,1,3,1,14,7,7,1,-1,-1,8,-1,-1,North,532
12,12,0,1,0,1,1,1,1,3,1,14,7,7,1,-1,-1,7,-1,-1,East,531
13,12,0,1,1,1,1,1,1,3,1,14,6,7,1,-1,-1,7,-1,-1,East,530
14,12,1,1,1,1,1,1,1,3,1,14,5,7,1,-1,-1,7,-1,-1,East,529
14,11,1,1,1,1,1,1,1,3,1,14,6,7,1,-1,-1,5,-1,-1,South,528
14,10,1,1,1,1,1,1,1,3,1,14,7,7,1,-1,-1,3,-1,-1,South,527
14,9,1,0,1,1,1,1,1,3,1,14,6,7,1,-1,-1,3,-1,-1,South,526
14,8,1,1,1,1,1,1,1,3,1,15,6,7,1,-1,-1,3,-1,-1,South,525
14,7,1,0,1,1,1,1,1,3,1,15,6,7,1,-1,-1,2,-1,-1,South,524
14,6,1,1,1,1,1,1,1,3,1,15,6,7,1,-1,-1,1,-1,-1,South,523
14,5,1,0,1,1,1,1,1,3,1,14,6,7,1,-1,-1,1,-1,-1,South,522
14,4,1,1,1,1,1,1,1,3,1,14,6,7,1,-1,-1,2,-1,-1,South,521
15,4,0,1,1,1,1,1,1,3,1,14,5,7,1,-1,-1,2,-1,-1,East,520
16,4,0,1,1,1,1,1,1,3,1,13,5,7,1,-1,-1,4,-1,-1,East,519
17,4,1,1,1,1,1,1,1,3,1,14,5,7,1,-1,-1,4,-1,-1,East,518
17,5,1,1,1,0,1,1,1,3,1,14,4,7,1,-1,-1,4,-1,-1,North,517
17,6,0,1,1,1,1,1,1,3,1,14,5,7,1,-1,-1,4,-1,-1,North,516
16,6,0,1,0,1,1,1,1,3,1,13,5,7,1,-1,-1,4,-1,-1,West,515
15,6,0,1,0,1,1,1,1,3,1,13,6,7,1,-1,-1,2,-1,-1,West,514
14,6,1,1,1,1,1,1,1,3,1,13,5,7,1,-1,-1,2,-1,-1,West,513
14,5,1,0,1,1,1,1,1,3,1,13,4,7,1,-1,-1,2,-1,-1,South,512
14,4,1,1,1,1,1,1,1,3,1,13,3,7,1,-1,-1,2,-1,-1,South,511
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,0
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,-1
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,-2
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,-3
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,-4
13,10,1,1,1,1,1,5,6,5,12,13,6,13,12,12,10,4,2,6,East,-5
14,10,1,1,1,1,1,5,6,5,12,13,6,13,12,13,11,5,3,5,East,-6
14,11,1,1,1,1,1,5,6,5,12,13,6,13,12,14,10,6,2,6,North,-7
13,11,1,1,1,1,1,5,6,5,12,13,6,13,12,13,9,5,1,7,West,-8
12,11,1,1,1,1,1,5,6,5,12,13,6,13,12,12,8,6,2,8,West,-9
11,11,1,1,1,1,1,5,6,5,12,13,6,13,12,11,7,7,3,9,West,-10
11,12,1,1,1,1,1,5,6,5,12,13,6,13,12,12,6,8,2,10,North,-11
11,13,1,1,1,1,1,5,6,5,12,13,6,13,12,13,7,9,3,11,North,-12
10,13,1,1,1,1,1,5,6,5,12,13,6,13,12,12,6,10,4,12,West,-13
9,13,1,1,1,1,1,5,6,5,12,13,6,13,12,11,5,11,5,13,West,-14
8,13,1,1,1,1,1,5,6,5,12,13,6,13,12,10,4,12,6,14,West,-15
7,13,1,1,1,1,1,5,6,5,12,13,6,13,12,9,3,13,7,15,West,-16
6,13,1,1,1,1,1,5,6,5,12,13,6,13,12,8,2,14,8,16,West,-17
5,13,1,1,1,1,1,5,6,5,12,13,6,13,12,7,1,15,9,17,West,-18
5,12,1,1,1,1,1,5,6,3,1,13,6,13,12,6,-1,14,8,16,South,181
6,12,1,1,1,1,1,5,6,3,1,13,6,13,12,7,-1,13,7,15,East,180
7,12,1,1,1,1,1,5,6,3,1,13,6,13,12,8,-1,12,6,14,East,179
8,12,1,1,1,1,1,5,6,3,1,13,6,13,12,9,-1,11,5,13,East,178
9,12,1,1,1,1,1,5,6,3,1,13,6,13,12,10,-1,10,4,12,East,177
10,12,1,1,1,1,1,5,6,3,1,13,6,13,12,11,-1,9,3,11,East,176
11,12,1,1,1,1,1,5,6,3,1,13,6,13,12,12,-1,8,2,10,East,175
12,12,1,1,1,1,1,5,6,3,1,13,6,13,12,13,-1,7,1,9,East,174
13,12,1,1,1,1,1,5,6,3,1,13,6,7,1,14,-1,6,-1,8,East,373
13,11,1,1,1,1,1,5,6,3,1,13,6,7,1,13,-1,5,-1,7,South,372
13,10,1,1,1,1,1,5,6,3,1,13,6,7,1,12,-1,4,-1,6,South,371
13,9,1,1,1,1,1,5,6,3,1,13,6,7,1,11,-1,3,-1,5,South,370
13,8,1,1,1,1,1,5,6,3,1,13,6,7,1,10,-1,2,-1,6,South,369
13,7,1,1,1,1,1,5,6,3,1,13,6,7,1,9,-1,1,-1,7,South,368
13,6,1,1,1,1,1,5,6,3,1,5,1,7,1,8,-1,-1,-1,8,South,567
12,6,1,1,1,1,1,5,6,3,1,5,1,7,1,7,-1,-1,-1,9,West,566
11,6,1,1,1,1,1,5,6,3,1,5,1,7,1,6,-1,-1,-1,10,West,565
10,6,1,1,1,1,1,5,6,3,1,5,1,7,1,5,-1,-1,-1,11,West,564
9,6,1,1,1,1,1,5,6,3,1,5,1,7,1,4,-1,-1,-1,12,West,563
12,10,1,1,1,1,1,5,6,5,12,13,6,13,12,11,9,5,3,7,Stop,0
12,10,1,1,1,1,1,5,5,5,13,13,6,13,12,12,10,5,4,7,Stop,-1
12,10,1,1,1,1,1,6,5,5,13,14,6,13,13,11,10,6,3,7,Stop,-2
12,10,1,1,1,1,1,5,5,4,13,15,6,12,13,12,11,7,4,7,Stop,-3
13,10,1,1,1,1,1,5,4,5,13,16,6,13,13,14,11,7,4,6,East,-4
13,11,1,1,1,1,1,5,4,5,13,15,6,13,14,15,10,7,3,7,North,-5
13,12,1,1,1,1,1,5,3,6,13,15,7,13,14,17,8,7,3,8,North,-6
13,13,1,1,1,1,1,5,3,6,12,14,7,12,14,18,8,7,1,9,North,-7
13,14,0,1,1,1,1,4,3,6,11,14,8,7,1,20,10,7,-1,10,North,192
12,14,0,1,1,1,1,4,4,7,11,15,8,7,1,18,8,9,-1,11,West,191
11,14,0,1,1,1,1,4,5,6,11,14,8,7,1,16,8,9,-1,12,West,190
10,14,0,1,1,1,1,4,6,5,11,14,8,7,1,14,8,10,-1,13,West,189
9,14,0,1,1,1,1,3,6,6,11,15,8,7,1,14,6,12,-1,14,West,188
8,14,0,1,1,1,1,3,5,6,11,15,7,7,1,14,5,14,-1,15,West,187
7,14,0,1,1,1,1,3,5,6,11,15,6,7,1,13,4,16,-1,16,West,186
